title,date,content
Jim Cramer’s top 10 things to watch in the stock market Thursday,"PUBLISHED THU, JUL 31 20259:09 AM EDT","1. Microsoft
joined the $4 trillion club after reporting an incredible acceleration of business, especially from its AI digital assistant Copilot and its Azure cloud division. It was an extraordinary quarter, so much better than six months ago. It was actually constrained by not enough computing power. The Club stock rose 8% this morning following last night’s earnings print. 2. Club name Meta Platforms
shares jumped nearly 12% this morning after the social media giant delivered a stunningly good quarter and strong guidance last night. It looks like the AI bets are paying off both in innovation and in advertising. Family of Apps, including Facebook, Instagram, WhatsApp, and Messenger, saw users rise to nearly 3.5 billion. Smart glasses form factor is the one that will win AI. 3. A powerful earnings-driven tech stock rally this morning was positioning the S&P 500 and the Nasdaq for higher opens. Club names Apple
and Amazon
report earnings tonight. Apple has a tall order to win back Wall Street’s favor, while Amazon also needs a strong showing. Updates on AI and tariffs will be themes on both conference calls to watch."
Jim Cramer’s top 10 things to watch in the stock market Thursday,"PUBLISHED THU, JUL 31 20259:09 AM EDT","1. Microsoft
joined the $4 trillion club after reporting an incredible acceleration of business, especially from its AI digital assistant Copilot and its Azure cloud division. It was an extraordinary quarter, so much better than six months ago. It was actually constrained by not enough computing power. The Club stock rose 8% this morning following last night’s earnings print. 2. Club name Meta Platforms
shares jumped nearly 12% this morning after the social media giant delivered a stunningly good quarter and strong guidance last night. It looks like the AI bets are paying off both in innovation and in advertising. Family of Apps, including Facebook, Instagram, WhatsApp, and Messenger, saw users rise to nearly 3.5 billion. Smart glasses form factor is the one that will win AI. 3. A powerful earnings-driven tech stock rally this morning was positioning the S&P 500 and the Nasdaq for higher opens. Club names Apple
and Amazon
report earnings tonight. Apple has a tall order to win back Wall Street’s favor, while Amazon also needs a strong showing. Updates on AI and tariffs will be themes on both conference calls to watch."
CNBC Daily Open: Is India the first to face Trump’s ‘secondary’ tariff on Russia?,"PUBLISHED THU, JUL 31 20252:30 AM EDT",
CNBC Daily Open: Is India the first to face Trump’s ‘secondary’ tariff on Russia?,"PUBLISHED THU, JUL 31 20252:30 AM EDT",
CNBC Daily Open: The tariff rate you get is not just about your trade policies,"PUBLISHED WED, JUL 30 20259:18 PM EDT",
CNBC Daily Open: The tariff rate you get is not just about your trade policies,"PUBLISHED WED, JUL 30 20259:18 PM EDT",
U.S. and South Korea strike a trade deal with tariffs on Seoul set at 15%,"PUBLISHED WED, JUL 30 20257:09 PM EDT",
U.S. and South Korea strike a trade deal with tariffs on Seoul set at 15%,"PUBLISHED WED, JUL 30 20257:09 PM EDT",
5 things to know before the Wednesday open: Broken win streak | Fed meeting | Sliding Gucci sales,"PUBLISHED WED, JUL 30 20257:21 AM EDT",
5 things to know before the Wednesday open: Broken win streak | Fed meeting | Sliding Gucci sales,"PUBLISHED WED, JUL 30 20257:21 AM EDT",
Jim Cramer’s top 10 things to watch in the stock market Tuesday,"PUBLISHED TUE, JUL 29 20259:10 AM EDT","1. Novo Nordisk
shares sank more than 20% this morning after the maker of Ozempic cut its full-year guidance and named a new CEO. The company cited “persistent use of compounded GLP-1s.” Club name Eli Lilly
, which competes with Mounjaro and Zepbound, saw its stock drop 4% following the Novo Nordisk news. Lilly reports earnings Aug. 7. 2. Also in the Club portfolio, Starbucks
is set to report earnings after this afternoon’s closing bell. We want to hear about how CEO Brian Niccol’s turnaround efforts are going. We have faith in Niccol’s ability to right the ship based on his overhaul of Chipotle. However, it looks like Starbucks is going to be a much harder turn. 3. UnitedHealth
reported a dramatic guide down but forecast a return to growth in 2026. Doesn’t seem like a trusted forecast. The troubled company reported its mixed quarter just days after it said it was cooperating with the Justice Department investigation into its Medicare billing. The Dow stock, already on a slide since April, dropped roughly 1.5% this morning. 4. Merck
, also a Dow stock, dropped 4% after the drugmaker announced a goal of $3 billion in cost cuts by the end of 2027. The company is positioning ahead of blockbuster cancer drug Keytruda patent expiration in 2028. Merck also reported lower-than-expected quarterly revenue, the first miss since April 2021, and narrowed its full-year guidance. 5. Boeing
was a Dow stock winner this morning after cutting quarterly losses and reporting the most deliveries of planes since 2018. Revenue beat expectations. CEO Kelly Ortberg said “change takes time,” but he sees 2025 as “our turnaround year.” The stock rose nearly 1% this morning, adding to its more than 30% year-to-date gains. 6. Procter & Gambl
e shares gained nearly 2% after the consumer products giant beat on quarterly earnings and revenue. P&G announced fiscal 2026 guidance that included a $1 billion drag due to higher costs from tariffs. It also cited unfavorable commodity costs, higher net interest expense and core effective tax rates. The company also announced a CEO transition. 7. Union Pacific
has agreed to buy smaller rival Norfolk Southern
in a $85 billion deal. If approved, the combined company would be the nation’s first coast-to-coast freight rail operator. There are reports that this deal has prompted competitors BNSF, owned by Berkshire Hathaway
, and CSX
to explore merger options. 8. Wall Street was on track for a higher open, which would add to yesterday’s 15th record close of the year for the S&P 500
. The United States and China resumed trade talks today after the weekend announcement of a trade deal between the U.S. and the European Union. Last week, President Donald Trump unveiled a trade deal with Japan. 9. Club name Nvidia
, according to Reuters, has placed orders with its manufacturer, Taiwan Semi
, for 300,000 China-specific H20 chips. The report indicated that Nvidia won’t be relying on just its stockpile of these chips, which this month got approval from the Trump administration to sell in China again. 10. Wells Fargo raised its price target on Club name Amazon
to $245 a share from $238. OK, this is the kind of fatuous PT boost based totally on conjecture that gets you in trouble because it presumes a great quarter. Amazon reports earnings after Thursday’s close. Sign up for my Top 10 Morning Thoughts on the Market email newsletter for free (See here for a full list of the stocks at Jim Cramer’s Charitable Trust.) As a subscriber to the CNBC Investing Club with Jim Cramer, you will receive a trade alert before Jim makes a trade. Jim waits 45 minutes after sending a trade alert before buying or selling a stock in his charitable trust’s portfolio. If Jim has talked about a stock on CNBC TV, he waits 72 hours after issuing the trade alert before executing the trade. THE ABOVE INVESTING CLUB INFORMATION IS SUBJECT TO OUR TERMS AND CONDITIONS AND PRIVACY POLICY, TOGETHER WITH OUR DISCLAIMER.  NO FIDUCIARY OBLIGATION OR DUTY EXISTS, OR IS CREATED, BY VIRTUE OF YOUR RECEIPT OF ANY INFORMATION PROVIDED IN CONNECTION WITH THE INVESTING CLUB.  NO SPECIFIC OUTCOME OR PROFIT IS GUARANTEED."
Jim Cramer’s top 10 things to watch in the stock market Tuesday,"PUBLISHED TUE, JUL 29 20259:10 AM EDT","1. Novo Nordisk
shares sank more than 20% this morning after the maker of Ozempic cut its full-year guidance and named a new CEO. The company cited “persistent use of compounded GLP-1s.” Club name Eli Lilly
, which competes with Mounjaro and Zepbound, saw its stock drop 4% following the Novo Nordisk news. Lilly reports earnings Aug. 7. 2. Also in the Club portfolio, Starbucks
is set to report earnings after this afternoon’s closing bell. We want to hear about how CEO Brian Niccol’s turnaround efforts are going. We have faith in Niccol’s ability to right the ship based on his overhaul of Chipotle. However, it looks like Starbucks is going to be a much harder turn. 3. UnitedHealth
reported a dramatic guide down but forecast a return to growth in 2026. Doesn’t seem like a trusted forecast. The troubled company reported its mixed quarter just days after it said it was cooperating with the Justice Department investigation into its Medicare billing. The Dow stock, already on a slide since April, dropped roughly 1.5% this morning. 4. Merck
, also a Dow stock, dropped 4% after the drugmaker announced a goal of $3 billion in cost cuts by the end of 2027. The company is positioning ahead of blockbuster cancer drug Keytruda patent expiration in 2028. Merck also reported lower-than-expected quarterly revenue, the first miss since April 2021, and narrowed its full-year guidance. 5. Boeing
was a Dow stock winner this morning after cutting quarterly losses and reporting the most deliveries of planes since 2018. Revenue beat expectations. CEO Kelly Ortberg said “change takes time,” but he sees 2025 as “our turnaround year.” The stock rose nearly 1% this morning, adding to its more than 30% year-to-date gains. 6. Procter & Gambl
e shares gained nearly 2% after the consumer products giant beat on quarterly earnings and revenue. P&G announced fiscal 2026 guidance that included a $1 billion drag due to higher costs from tariffs. It also cited unfavorable commodity costs, higher net interest expense and core effective tax rates. The company also announced a CEO transition. 7. Union Pacific
has agreed to buy smaller rival Norfolk Southern
in a $85 billion deal. If approved, the combined company would be the nation’s first coast-to-coast freight rail operator. There are reports that this deal has prompted competitors BNSF, owned by Berkshire Hathaway
, and CSX
to explore merger options. 8. Wall Street was on track for a higher open, which would add to yesterday’s 15th record close of the year for the S&P 500
. The United States and China resumed trade talks today after the weekend announcement of a trade deal between the U.S. and the European Union. Last week, President Donald Trump unveiled a trade deal with Japan. 9. Club name Nvidia
, according to Reuters, has placed orders with its manufacturer, Taiwan Semi
, for 300,000 China-specific H20 chips. The report indicated that Nvidia won’t be relying on just its stockpile of these chips, which this month got approval from the Trump administration to sell in China again. 10. Wells Fargo raised its price target on Club name Amazon
to $245 a share from $238. OK, this is the kind of fatuous PT boost based totally on conjecture that gets you in trouble because it presumes a great quarter. Amazon reports earnings after Thursday’s close. Sign up for my Top 10 Morning Thoughts on the Market email newsletter for free (See here for a full list of the stocks at Jim Cramer’s Charitable Trust.) As a subscriber to the CNBC Investing Club with Jim Cramer, you will receive a trade alert before Jim makes a trade. Jim waits 45 minutes after sending a trade alert before buying or selling a stock in his charitable trust’s portfolio. If Jim has talked about a stock on CNBC TV, he waits 72 hours after issuing the trade alert before executing the trade. THE ABOVE INVESTING CLUB INFORMATION IS SUBJECT TO OUR TERMS AND CONDITIONS AND PRIVACY POLICY, TOGETHER WITH OUR DISCLAIMER.  NO FIDUCIARY OBLIGATION OR DUTY EXISTS, OR IS CREATED, BY VIRTUE OF YOUR RECEIPT OF ANY INFORMATION PROVIDED IN CONNECTION WITH THE INVESTING CLUB.  NO SPECIFIC OUTCOME OR PROFIT IS GUARANTEED."
"Even with high tariffs, Trump’s trade war suddenly is starting to look not so scary on Wall Street","PUBLISHED MON, JUL 28 20253:10 PM EDT",
"Even with high tariffs, Trump’s trade war suddenly is starting to look not so scary on Wall Street","PUBLISHED MON, JUL 28 20253:10 PM EDT",
Here are the 4 big things we’re watching in a busy week ahead for the stock market,"PUBLISHED SUN, JUL 27 202512:25 PM EDT","Buckle up. It’s a jam-packed week ahead, with a host of influential companies set to report alongside a Federal Reserve meeting — and, if that wasn’t enough, there’s fresh inflation and jobs data, too."
Here are the 4 big things we’re watching in a busy week ahead for the stock market,"PUBLISHED SUN, JUL 27 202512:25 PM EDT","Buckle up. It’s a jam-packed week ahead, with a host of influential companies set to report alongside a Federal Reserve meeting — and, if that wasn’t enough, there’s fresh inflation and jobs data, too."
"More stock market records, more trade deals, more trade talks — plus, lots of earnings","PUBLISHED SAT, JUL 26 202512:04 PM EDT","The S&P 500
rose every day this past week as trade deals, both in the works and announced, lent support to the market. The index heads into the final stretch of a strong July at record highs."
"More stock market records, more trade deals, more trade talks — plus, lots of earnings","PUBLISHED SAT, JUL 26 202512:04 PM EDT","The S&P 500
rose every day this past week as trade deals, both in the works and announced, lent support to the market. The index heads into the final stretch of a strong July at record highs."
"10-year Treasury yield falls as investors assess U.S. economy, trade developments","PUBLISHED FRI, JUL 25 20254:22 AM EDT","The 10-year Treasury yield
moved lower on Friday as investors weighed the slate of trade developments and economic data over the past week. The yield on the benchmark 10-year Treasury was more than 2 basis points lower at 4.384%. The 2-year yield
was less than 1 basis point lower at 3.919%, while the 30-year yield
fell more than 2 basis points to 4.922%. One basis point is equal to one one-hundredth of a percent. Yields and prices move inversely to each another."
"10-year Treasury yield falls as investors assess U.S. economy, trade developments","PUBLISHED FRI, JUL 25 20254:22 AM EDT","The 10-year Treasury yield
moved lower on Friday as investors weighed the slate of trade developments and economic data over the past week. The yield on the benchmark 10-year Treasury was more than 2 basis points lower at 4.384%. The 2-year yield
was less than 1 basis point lower at 3.919%, while the 30-year yield
fell more than 2 basis points to 4.922%. One basis point is equal to one one-hundredth of a percent. Yields and prices move inversely to each another."
"5 things to know before the Thursday open: Meme stock revival, Trump’s Fed visit, Uber’s gender feature","PUBLISHED THU, JUL 24 20257:15 AM EDT",
"5 things to know before the Thursday open: Meme stock revival, Trump’s Fed visit, Uber’s gender feature","PUBLISHED THU, JUL 24 20257:15 AM EDT",
10-year Treasury yield inches higher after more signs of solid labor market,"PUBLISHED THU, JUL 24 20253:09 AM EDT","The 10-year Treasury yield
rose on Thursday on the heels of recent U.S. economic data signaling that the labor market is holding up. The yield on the benchmark 10-year Treasury was less than 2 basis points higher at 4.402%. The 2-year yield
gained 3 basis points to 3.914%, while the 30-year yield
was less than 1 basis point lower at 4.947%."
10-year Treasury yield inches higher after more signs of solid labor market,"PUBLISHED THU, JUL 24 20253:09 AM EDT","The 10-year Treasury yield
rose on Thursday on the heels of recent U.S. economic data signaling that the labor market is holding up. The yield on the benchmark 10-year Treasury was less than 2 basis points higher at 4.402%. The 2-year yield
gained 3 basis points to 3.914%, while the 30-year yield
was less than 1 basis point lower at 4.947%."
Jim Cramer describes positive and negative forces that are shaping market action,"PUBLISHED WED, JUL 23 20257:24 PM EDT","Monday - Friday, 6:00 - 7:00 PM ET"
Jim Cramer describes positive and negative forces that are shaping market action,"PUBLISHED WED, JUL 23 20257:24 PM EDT","Monday - Friday, 6:00 - 7:00 PM ET"
Japan trade deal info on Trump’s desk was altered by hand with a marker,"PUBLISHED WED, JUL 23 202510:33 AM EDT",
Japan trade deal info on Trump's desk was altered by hand with a marker,"PUBLISHED WED, JUL 23 202510:33 AM EDT",
10-year Treasury yield ticks higher after Bessent reassures market over Powell's position,"PUBLISHED WED, JUL 23 20257:13 AM EDT","Treasury yields moved slightly higher on Wednesday after U.S. Treasury Secretary Scott Bessent eased market jitters over instability at the top of the Federal Reserve, turning attention back to the interest rate outlook. The benchmark 10-year Treasury yield was trading 5 basis points higher at 4.386%, while the 2-year yield rose more than 5 basis points to 3.884%. The 30-year yield added 4 basis points to 4.943%. One basis point is equal to 0.01%, and yields and prices move in opposite directions."
10-year Treasury yield ticks higher after Bessent reassures market over Powell's position,"PUBLISHED WED, JUL 23 20257:13 AM EDT","Treasury yields moved slightly higher on Wednesday after U.S. Treasury Secretary Scott Bessent eased market jitters over instability at the top of the Federal Reserve, turning attention back to the interest rate outlook. The benchmark 10-year Treasury yield was trading 5 basis points higher at 4.386%, while the 2-year yield rose more than 5 basis points to 3.884%. The 30-year yield added 4 basis points to 4.943%. One basis point is equal to 0.01%, and yields and prices move in opposite directions."
CNBC’s The China Connection newsletter: Beijing has more to worry about than just deflation,"PUBLISHED WED, JUL 23 20253:54 AM EDT","Monday - Friday, 10:00 - 11:00 SIN/HK | 0400 - 05:00 CET"
CNBC’s The China Connection newsletter: Beijing has more to worry about than just deflation,"PUBLISHED WED, JUL 23 20253:54 AM EDT","Monday - Friday, 10:00 - 11:00 SIN/HK | 0400 - 05:00 CET"
"With another tariff deadline looming, these 10 things are going the right way for stocks","PUBLISHED SUN, JUL 20 20258:14 PM EDT","Conventional wisdom holds that as we get closer and closer to the coming deadline for tariff resolution, the market will become more treacherous, especially for highly valued stocks."
"With another tariff deadline looming, these 10 things are going the right way for stocks","PUBLISHED SUN, JUL 20 20258:14 PM EDT","Conventional wisdom holds that as we get closer and closer to the coming deadline for tariff resolution, the market will become more treacherous, especially for highly valued stocks."
Coffee giant Nescafe targets Gen Z as consumption habits shift,"PUBLISHED SAT, JUL 19 20255:25 AM EDT",
Coffee giant Nescafe targets Gen Z as consumption habits shift,"PUBLISHED SAT, JUL 19 20255:25 AM EDT",
Yen rebound subdues Japan luxury splurge at Cartier-owner Richemont,"PUBLISHED WED, JUL 16 20253:36 AM EDT",
Yen rebound subdues Japan luxury splurge at Cartier-owner Richemont,"PUBLISHED WED, JUL 16 20253:36 AM EDT",
CNBC’s The China Connection newsletter: From Didi to DeepSeek,"PUBLISHED WED, JUL 16 20252:38 AM EDT","Monday - Friday, 10:00 - 11:00 SIN/HK | 0400 - 05:00 CET"
"CNBC Daily Open: U.S. economic slowdown still in the cards, Fed says","PUBLISHED THU, JUN 19 20252:30 AM EDT",
"CNBC Daily Open: U.S. economic slowdown still in the cards, Fed says","PUBLISHED THU, JUN 19 20252:30 AM EDT",
CNBC Daily Open: The prospect of an Israel-Iran ceasefire dims as Trump weighs strikes,"PUBLISHED WED, JUN 18 20252:30 AM EDT",
CNBC Daily Open: The prospect of an Israel-Iran ceasefire dims as Trump weighs strikes,"PUBLISHED WED, JUN 18 20252:30 AM EDT",
Japan exports fall at sharpest pace in 8 months as U.S. shipments plummet,"PUBLISHED TUE, JUN 17 20258:01 PM EDT",
Japan exports fall at sharpest pace in 8 months as U.S. shipments plummet,"PUBLISHED TUE, JUN 17 20258:01 PM EDT",
"CNBC Daily Open: Iran’s desire for a ceasefire lifts U.S. markets, but could be one-sided","PUBLISHED TUE, JUN 17 20252:30 AM EDT",
"CNBC Daily Open: Iran’s desire for a ceasefire lifts U.S. markets, but could be one-sided","PUBLISHED TUE, JUN 17 20252:30 AM EDT",
"Gold outshines Treasurys, yen and Swiss franc as the ultimate safe haven","PUBLISHED TUE, JUN 17 202512:33 AM EDT",
"Gold outshines Treasurys, yen and Swiss franc as the ultimate safe haven","PUBLISHED TUE, JUN 17 202512:33 AM EDT",
5 things to know before the stock market opens Monday,"PUBLISHED MON, JUN 16 20258:10 AM EDT",
5 things to know before the stock market opens Monday,"PUBLISHED MON, JUN 16 20258:10 AM EDT",
CNBC Daily Open: Good news on U.S. trade and inflation isn’t lifting markets,"PUBLISHED THU, JUN 12 20252:30 AM EDT",
CNBC Daily Open: Good news on U.S. trade and inflation isn’t lifting markets,"PUBLISHED THU, JUN 12 20252:30 AM EDT",
Swiss franc’s safe haven status is proving to be a headache for the nation,"PUBLISHED WED, JUN 4 20258:47 AM EDT",
Swiss franc’s safe haven status is proving to be a headache for the nation,"PUBLISHED WED, JUN 4 20258:47 AM EDT",
"As the TACO trade goes viral, another is gaining traction: ‘Anywhere But The USA’","PUBLISHED MON, JUN 2 20255:54 AM EDT",
"As the TACO trade goes viral, another is gaining traction: ‘Anywhere But The USA’","PUBLISHED MON, JUN 2 20255:54 AM EDT",
India’s economy grew by faster-than-expected 7.4% in the March quarter,"PUBLISHED FRI, MAY 30 20256:48 AM EDT",
India’s economy grew by faster-than-expected 7.4% in the March quarter,"PUBLISHED FRI, MAY 30 20256:48 AM EDT",
CNBC Daily Open: Certainty of ‘reciprocal’ tariffs better than confusing legal tussle,"PUBLISHED FRI, MAY 30 20252:30 AM EDT",
CNBC Daily Open: Certainty of ‘reciprocal’ tariffs better than confusing legal tussle,"PUBLISHED FRI, MAY 30 20252:30 AM EDT",
"Japan’s bond market ignites fears of outflows from U.S., carry trade unwind and market turmoil","PUBLISHED WED, MAY 28 20251:02 AM EDT",
"Japan’s bond market ignites fears of outflows from U.S., carry trade unwind and market turmoil","PUBLISHED WED, MAY 28 20251:02 AM EDT",
Circle IPO has peculiar Facebook-like characteristic,"PUBLISHED TUE, MAY 27 20256:12 PM EDT",
Circle IPO has peculiar Facebook-like characteristic,"PUBLISHED TUE, MAY 27 20256:12 PM EDT",
U.S. stocks vs. European stocks — here is where Jim Cramer comes down on the debate,"PUBLISHED SUN, MAY 25 202512:58 PM EDT","Here’s our Club Mailbag email investingclubmailbag@cnbc.com — so you send your questions directly to Jim Cramer and his team of analysts. We can’t offer personal investing advice. We will only consider more general questions about the investment process or stocks in the portfolio or related industries. This week’s question: It seems that after DeepSeek, the Magnificent Seven, and faith in American exceptionalism, is down. China’s and Germany’s performances are up. Foreign investors have always bought up U.S. stocks -- but are now getting out in droves and buying European stocks. Are the Magnificent Seven bad investments? Should a smart investor sell big tech and largely get into Europe and China stocks? — Gary"
U.S. stocks vs. European stocks — here is where Jim Cramer comes down on the debate,"PUBLISHED SUN, MAY 25 202512:58 PM EDT","Here’s our Club Mailbag email investingclubmailbag@cnbc.com — so you send your questions directly to Jim Cramer and his team of analysts. We can’t offer personal investing advice. We will only consider more general questions about the investment process or stocks in the portfolio or related industries. This week’s question: It seems that after DeepSeek, the Magnificent Seven, and faith in American exceptionalism, is down. China’s and Germany’s performances are up. Foreign investors have always bought up U.S. stocks -- but are now getting out in droves and buying European stocks. Are the Magnificent Seven bad investments? Should a smart investor sell big tech and largely get into Europe and China stocks? — Gary"
"Japan’s core inflation climbs to 3.5%, highest in more than 2 years","PUBLISHED THU, MAY 22 20257:43 PM EDT",
"Japan’s core inflation climbs to 3.5%, highest in more than 2 years","PUBLISHED THU, MAY 22 20257:43 PM EDT",
U.S. Treasury yield spike has investors rethinking the rest of the world,"PUBLISHED THU, MAY 22 202510:18 AM EDT",
U.S. Treasury yield spike has investors rethinking the rest of the world,"PUBLISHED THU, MAY 22 202510:18 AM EDT",
The Republican spending bill is sending yields soaring and creating a major market headache,"PUBLISHED WED, MAY 21 20253:54 PM EDT",
The Republican spending bill is sending yields soaring and creating a major market headache,"PUBLISHED WED, MAY 21 20253:54 PM EDT",
Japan’s farm minister said he has never had to buy rice. That cost him his job,"PUBLISHED TUE, MAY 20 202511:56 PM EDT",
Japan’s farm minister said he has never had to buy rice. That cost him his job,"PUBLISHED TUE, MAY 20 202511:56 PM EDT",
Trade tariffs bite: Japan’s exports to the U.S. shrink for the first time this year,"PUBLISHED TUE, MAY 20 20258:11 PM EDT",
Trade tariffs bite: Japan’s exports to the U.S. shrink for the first time this year,"PUBLISHED TUE, MAY 20 20258:11 PM EDT",
"CNBC Daily Open: U.S. stocks are rallying, but beware the aftereffects of a head rush","PUBLISHED FRI, MAY 16 20252:30 AM EDT",
"CNBC Daily Open: U.S. stocks are rallying, but beware the aftereffects of a head rush","PUBLISHED FRI, MAY 16 20252:30 AM EDT",
Japan assets saw record inflows in April as investors fled U.S. markets — their promise still holds,"PUBLISHED FRI, MAY 16 20251:04 AM EDT",
Japan assets saw record inflows in April as investors fled U.S. markets — their promise still holds,"PUBLISHED FRI, MAY 16 20251:04 AM EDT",
CNBC Daily Open: Is the trade agreement between the U.S. and China a ‘Trump put’?,"PUBLISHED TUE, MAY 13 20252:30 AM EDT",
CNBC Daily Open: Is the trade agreement between the U.S. and China a ‘Trump put’?,"PUBLISHED TUE, MAY 13 20252:30 AM EDT",
More than half of the summer’s top trending travel destinations are in Asia,"PUBLISHED MON, MAY 12 202511:48 PM EDT",
More than half of the summer’s top trending travel destinations are in Asia,"PUBLISHED MON, MAY 12 202511:48 PM EDT",
CNBC’s The China Connection newsletter: Tourism surge defies consumption slowdown,"PUBLISHED TUE, MAY 6 202510:56 PM EDT","Monday - Friday, 10:00 - 11:00 SIN/HK | 0400 - 05:00 CET"
CNBC’s The China Connection newsletter: Tourism surge defies consumption slowdown,"PUBLISHED TUE, MAY 6 202510:56 PM EDT","Monday - Friday, 10:00 - 11:00 SIN/HK | 0400 - 05:00 CET"
Bank of Japan holds rates steady for second straight meeting as Trump tariffs threaten exports,"PUBLISHED WED, APR 30 202511:09 PM EDT",
Bank of Japan holds rates steady for second straight meeting as Trump tariffs threaten exports,"PUBLISHED WED, APR 30 202511:09 PM EDT",
Japanese and Australian markets rise following choppy trade on Wall Street; most Asian markets closed for holiday,"PUBLISHED WED, APR 30 20257:44 PM EDT",
Japanese and Australian markets rise following choppy trade on Wall Street; most Asian markets closed for holiday,"PUBLISHED WED, APR 30 20257:44 PM EDT",
CNBC Daily Open: Countries are pivoting away from the U.S. amid Trump policies,"PUBLISHED MON, APR 28 20252:30 AM EDT",
CNBC Daily Open: Countries are pivoting away from the U.S. amid Trump policies,"PUBLISHED MON, APR 28 20252:30 AM EDT",
CNBC’s Inside India newsletter: Have India stocks bottomed?,"PUBLISHED THU, APR 24 20259:09 AM EDT","Monday - Friday, 11:00 - 12:00 SIN/HK | 0500 - 06:00 CET"
CNBC’s Inside India newsletter: Have India stocks bottomed?,"PUBLISHED THU, APR 24 20259:09 AM EDT","Monday - Friday, 11:00 - 12:00 SIN/HK | 0500 - 06:00 CET"
"Asian Americans take bigger share of sports viewership, Nielsen says","PUBLISHED WED, APR 23 20259:00 AM EDT",
"Asian Americans take bigger share of sports viewership, Nielsen says","PUBLISHED WED, APR 23 20259:00 AM EDT",
"CNBC Daily Open: Trump, Bessent and Musk give markets the reassurance they need","PUBLISHED WED, APR 23 20252:30 AM EDT",
"CNBC Daily Open: Trump, Bessent and Musk give markets the reassurance they need","PUBLISHED WED, APR 23 20252:30 AM EDT",
CNBC Daily Open: Investors grow wary of U.S. assets as Trump intensifies attacks on Powell,"PUBLISHED TUE, APR 22 20252:30 AM EDT",
CNBC Daily Open: Investors grow wary of U.S. assets as Trump intensifies attacks on Powell,"PUBLISHED TUE, APR 22 20252:30 AM EDT",
CNBC Daily Open: Trump’s threat to intervene in Fed could cause upheaval,"PUBLISHED MON, APR 21 20252:30 AM EDT",
CNBC Daily Open: Trump’s threat to intervene in Fed could cause upheaval,"PUBLISHED MON, APR 21 20252:30 AM EDT",
"Japan inflation comes in at 3.6%, surpasses BOJ target for three straight years","PUBLISHED THU, APR 17 20257:39 PM EDT",
"Japan inflation comes in at 3.6%, surpasses BOJ target for three straight years","PUBLISHED THU, APR 17 20257:39 PM EDT",
CNBC Daily Open: A trade war can be fought without tariffs,"PUBLISHED THU, APR 17 20252:30 AM EDT",
CNBC Daily Open: A trade war can be fought without tariffs,"PUBLISHED THU, APR 17 20252:30 AM EDT",
"Trump dodged a disaster from the bond market, but the damage isn’t over yet","PUBLISHED THU, APR 10 202512:51 PM EDT",
"Trump dodged a disaster from the bond market, but the damage isn’t over yet","PUBLISHED THU, APR 10 202512:51 PM EDT",
"Autos, pharma, luxury and more: The global sectors soaring after Trump’s tariffs walkback","PUBLISHED THU, APR 10 20254:45 AM EDT",
"Autos, pharma, luxury and more: The global sectors soaring after Trump’s tariffs walkback","PUBLISHED THU, APR 10 20254:45 AM EDT",
